Match ID,Event,Year,Date,Match Format,Team 1,Team 2,Team A,Team B,Map Veto,Starting Sides,Veto Status
34,Champions Tour 2023: Pacific League,2023,2023-03-26 05:00:00,Bo3,Paper Rex,DetonatioN FocusMe,Paper Rex,DetonatioN FocusMe,"[{'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Paper Rex', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'DetonatioN FocusMe', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Fracture'}]",Team 2: Attack; Team 1: Attack,Complete
35,Champions Tour 2023: Pacific League,2023,2023-03-26 08:00:00,Bo3,Team Secret,TALON,TALON,Team Secret,"[{'Team': 'TALON', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'TALON', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Team Secret', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TALON', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Fracture'}]",Team 1: Defense; Team 2: Defense; Team 1: Attack & Team 2: Defense,Complete
36,Champions Tour 2023: Pacific League,2023,2023-03-27 05:00:00,Bo3,Rex Regum Qeon,Gen.G,Gen.G,Rex Regum Qeon,"[{'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Gen.G', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'Rex Regum Qeon', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Defense; Team 2: Attack,Complete
37,Champions Tour 2023: Pacific League,2023,2023-04-01 05:00:00,Bo3,ZETA DIVISION,Rex Regum Qeon,ZETA DIVISION,Rex Regum Qeon,"[{'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'ZETA DIVISION', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Rex Regum Qeon', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 2: Defense; Team 1: Attack; Team 1: Attack & Team 2: Defense,Complete
38,Champions Tour 2023: Pacific League,2023,2023-04-01 08:30:00,Bo3,TALON,T1,T1,TALON,"[{'Team': 'T1', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'TALON', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'T1', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TALON', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TALON', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 1: Defense; Team 2: Attack,Complete
39,Champions Tour 2023: Pacific League,2023,2023-04-02 05:00:00,Bo3,Team Secret,Paper Rex,Team Secret,Paper Rex,"[{'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Team Secret', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Paper Rex', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 2: Attack; Team 1: Defense; Team 1: Defense & Team 2: Attack,Complete
40,Champions Tour 2023: Pacific League,2023,2023-04-02 08:30:00,Bo3,Gen.G,DetonatioN FocusMe,DetonatioN FocusMe,Gen.G,"[{'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'DetonatioN FocusMe', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Gen.G', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Attack; Team 2: Attack; Team 1: Defense & Team 2: Attack,Complete
41,Champions Tour 2023: Pacific League,2023,2023-04-03 05:00:00,Bo3,Global Esports,DRX,DRX,Global Esports,"[{'Team': 'DRX', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'DRX', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Global Esports', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Attack; Team 2: Defense,Complete
42,Champions Tour 2023: Pacific League,2023,2023-04-08 05:00:00,Bo3,Rex Regum Qeon,DetonatioN FocusMe,Rex Regum Qeon,DetonatioN FocusMe,"[{'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Rex Regum Qeon', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'DetonatioN FocusMe', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 2: Attack; Team 1: Defense,Complete
43,Champions Tour 2023: Pacific League,2023,2023-04-08 07:10:00,Bo3,T1,Paper Rex,T1,Paper Rex,"[{'Team': 'T1', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'T1', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'Paper Rex', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 2: Attack; Team 1: Defense,Complete
44,Champions Tour 2023: Pacific League,2023,2023-04-09 05:00:00,Bo3,ZETA DIVISION,Global Esports,Global Esports,ZETA DIVISION,"[{'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Global Esports', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'ZETA DIVISION', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Attack; Team 2: Defense; Team 1: Defense & Team 2: Attack,Complete
45,Champions Tour 2023: Pacific League,2023,2023-04-09 08:45:00,Bo3,TALON,DRX,TALON,DRX,"[{'Team': 'TALON', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TALON', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'DRX', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'TALON', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 2: Defense; Team 1: Attack,Complete
46,Champions Tour 2023: Pacific League,2023,2023-04-10 05:00:00,Bo3,Team Secret,Gen.G,Gen.G,Team Secret,"[{'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Gen.G', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Team Secret', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 1: Defense; Team 2: Attack,Complete
47,Champions Tour 2023: Pacific League,2023,2023-04-15 05:00:00,Bo3,Paper Rex,DRX,DRX,Paper Rex,"[{'Team': 'DRX', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'DRX', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Paper Rex', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Fracture'}]",Team 1: Defense; Team 2: Defense,Complete
48,Champions Tour 2023: Pacific League,2023,2023-04-15 07:40:00,Bo3,Team Secret,Rex Regum Qeon,Team Secret,Rex Regum Qeon,"[{'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Team Secret', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'Rex Regum Qeon', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 2: Defense; Team 1: Defense,Complete
49,Champions Tour 2023: Pacific League,2023,2023-04-16 05:00:00,Bo3,T1,Gen.G,T1,Gen.G,"[{'Team': 'T1', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'T1', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Gen.G', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 2: Defense; Team 1: Defense,Complete
50,Champions Tour 2023: Pacific League,2023,2023-04-16 07:15:00,Bo3,ZETA DIVISION,DetonatioN FocusMe,ZETA DIVISION,DetonatioN FocusMe,"[{'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'ZETA DIVISION', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'DetonatioN FocusMe', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Pearl'}]",Team 2: Defense; Team 1: Attack,Complete
51,Champions Tour 2023: Pacific League,2023,2023-04-17 05:00:00,Bo3,TALON,Global Esports,Global Esports,TALON,"[{'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'TALON', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Global Esports', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TALON', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TALON', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Attack; Team 2: Defense,Complete
52,Champions Tour 2023: Pacific League,2023,2023-04-22 04:00:00,Bo3,Paper Rex,Global Esports,Paper Rex,Global Esports,"[{'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Paper Rex', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'Global Esports', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 2: Defense; Team 1: Attack; Team 1: Attack & Team 2: Defense,Complete
53,Champions Tour 2023: Pacific League,2023,2023-04-22 07:30:00,Bo3,Gen.G,DRX,Gen.G,DRX,"[{'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Gen.G', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'DRX', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 2: Attack; Team 1: Attack; Team 1: Attack & Team 2: Defense,Complete
54,Champions Tour 2023: Pacific League,2023,2023-04-23 04:00:00,Bo3,T1,Rex Regum Qeon,Rex Regum Qeon,T1,"[{'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Rex Regum Qeon', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'T1', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Attack; Team 2: Defense,Complete
55,Champions Tour 2023: Pacific League,2023,2023-04-23 06:20:00,Bo3,Team Secret,DetonatioN FocusMe,DetonatioN FocusMe,Team Secret,"[{'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'DetonatioN FocusMe', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Team Secret', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Fracture'}]",Team 1: Attack; Team 2: Attack,Complete
56,Champions Tour 2023: Pacific League,2023,2023-04-24 06:00:00,Bo3,ZETA DIVISION,TALON,TALON,ZETA DIVISION,"[{'Team': 'TALON', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TALON', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'ZETA DIVISION', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TALON', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 1: Attack; Team 2: Attack,Complete
57,Champions Tour 2023: Pacific League,2023,2023-04-29 04:00:00,Bo3,T1,DetonatioN FocusMe,T1,DetonatioN FocusMe,"[{'Team': 'T1', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'T1', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'DetonatioN FocusMe', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Fracture'}]",Team 2: Attack; Team 1: Defense; Team 1: Attack & Team 2: Defense,Complete
58,Champions Tour 2023: Pacific League,2023,2023-04-29 08:00:00,Bo3,ZETA DIVISION,Team Secret,ZETA DIVISION,Team Secret,"[{'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'ZETA DIVISION', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'Team Secret', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Fracture'}]",Team 2: Defense; Team 1: Attack; Team 1: Attack & Team 2: Defense,Complete
59,Champions Tour 2023: Pacific League,2023,2023-04-30 04:00:00,Bo3,Global Esports,Gen.G,Global Esports,Gen.G,"[{'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Global Esports', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'Gen.G', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 2: Attack; Team 1: Attack,Complete
60,Champions Tour 2023: Pacific League,2023,2023-04-30 06:20:00,Bo3,Rex Regum Qeon,DRX,DRX,Rex Regum Qeon,"[{'Team': 'DRX', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'DRX', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Rex Regum Qeon', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Attack; Team 2: Defense; Team 1: Defense & Team 2: Attack,Complete
61,Champions Tour 2023: Pacific League,2023,2023-05-01 06:00:00,Bo3,TALON,Paper Rex,TALON,Paper Rex,"[{'Team': 'TALON', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'TALON', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'Paper Rex', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TALON', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Fracture'}]",Team 2: Attack; Team 1: Attack; Team 1: Attack & Team 2: Defense,Complete
62,Champions Tour 2023: Pacific League,2023,2023-05-06 04:00:00,Bo3,TALON,Gen.G,Gen.G,TALON,"[{'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'TALON', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Gen.G', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'TALON', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TALON', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Attack; Team 2: Attack,Complete
63,Champions Tour 2023: Pacific League,2023,2023-05-06 06:30:00,Bo3,ZETA DIVISION,Paper Rex,Paper Rex,ZETA DIVISION,"[{'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Paper Rex', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'ZETA DIVISION', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 1: Defense; Team 2: Attack,Complete
64,Champions Tour 2023: Pacific League,2023,2023-05-07 04:00:00,Bo3,Rex Regum Qeon,Global Esports,Rex Regum Qeon,Global Esports,"[{'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Rex Regum Qeon', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'Global Esports', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 2: Attack; Team 1: Attack,Complete
65,Champions Tour 2023: Pacific League,2023,2023-05-07 07:00:00,Bo3,Team Secret,T1,Team Secret,T1,"[{'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Team Secret', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'T1', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Fracture'}]",Team 2: Defense; Team 1: Defense,Complete
66,Champions Tour 2023: Pacific League,2023,2023-05-08 06:00:00,Bo3,DRX,DetonatioN FocusMe,DetonatioN FocusMe,DRX,"[{'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'DetonatioN FocusMe', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'DRX', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Attack; Team 2: Defense,Complete
67,Champions Tour 2023: Pacific League,2023,2023-05-12 04:00:00,Bo3,Paper Rex,Gen.G,Paper Rex,Gen.G,"[{'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Paper Rex', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'Gen.G', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Paper Rex', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Gen.G', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 2: Defense; Team 1: Attack,Complete
68,Champions Tour 2023: Pacific League,2023,2023-05-12 07:45:00,Bo3,ZETA DIVISION,T1,ZETA DIVISION,T1,"[{'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'ZETA DIVISION', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'T1', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'ZETA DIVISION', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 2: Defense; Team 1: Attack; Team 1: Attack & Team 2: Defense,Complete
69,Champions Tour 2023: Pacific League,2023,2023-05-13 04:00:00,Bo3,Team Secret,DRX,Team Secret,DRX,"[{'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Team Secret', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'DRX', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Team Secret', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'DRX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Fracture'}]",Team 2: Attack; Team 1: Defense,Complete
70,Champions Tour 2023: Pacific League,2023,2023-05-13 06:30:00,Bo3,Global Esports,DetonatioN FocusMe,DetonatioN FocusMe,Global Esports,"[{'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'DetonatioN FocusMe', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Global Esports', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'DetonatioN FocusMe', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Global Esports', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 1: Attack; Team 2: Defense,Complete
71,Champions Tour 2023: Pacific League,2023,2023-05-14 04:00:00,Bo3,TALON,Rex Regum Qeon,Rex Regum Qeon,TALON,"[{'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TALON', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Rex Regum Qeon', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TALON', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Rex Regum Qeon', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'TALON', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Attack; Team 2: Attack; Team 1: Attack & Team 2: Defense,Complete
