Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Score per Map,Match Durations,Score per Half,Sides Chosen by Non-Picker,Match URL
Champions Tour 2024: Americas Stage 2,LOUD,LEVIATÁN,2024-07-06 20:35:00,Bo3,LOUD ban Split; LEV ban Ascent; LOUD pick Lotus; LEV pick Icebox; LOUD ban Bind; LEV ban Sunset; Haven remains,Lotus: 11-13; Icebox: 6-13,59:52; 44:17,"Team 1: 3 / 8, Team 2: 9 / 4; Team 1: 4 / 2, Team 2: 8 / 5",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/353193/loud-vs-leviat-n-champions-tour-2024-americas-stage-2-w3
Champions Tour 2024: Americas Stage 2,MIBR,FURIA,2024-07-07 17:00:00,Bo3,MIBR ban Haven; FUR ban Lotus; MIBR pick Sunset; FUR pick Icebox; MIBR ban Split; FUR ban Ascent; Bind remains,Sunset: 10-13; Icebox: 7-13,1:02:30; 43:02,"Team 1: 6 / 4, Team 2: 6 / 7; Team 1: 3 / 4, Team 2: 9 / 4",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/353194/mibr-vs-furia-champions-tour-2024-americas-stage-2-w3
Champions Tour 2024: Americas Stage 2,NRG Esports,Cloud9,2024-07-07 19:15:00,Bo3,NRG ban Lotus; C9 ban Bind; NRG pick Ascent; C9 pick Icebox; NRG ban Haven; C9 ban Split; Sunset remains,Ascent: 13-3; Icebox: 10-13; Sunset: 12-14,43:47; 49:20; 59:18,"Team 1: 9 / 4, Team 2: 3 / 0; Team 1: 7 / 3, Team 2: 5 / 8; Team 1: 7 / 5 / 0, Team 2: 5 / 7 / 2",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/353195/nrg-esports-vs-cloud9-champions-tour-2024-americas-stage-2-w3
Champions Tour 2024: Americas Stage 2,Evil Geniuses,100 Thieves,2024-07-08 17:00:00,Bo3,EG ban Haven; 100T ban Sunset; EG pick Lotus; 100T pick Bind; EG ban Icebox; 100T ban Split; Ascent remains,Lotus: 10-13; Bind: 13-10; Ascent: 7-13,1:06:50; 55:39; 46:01,"Team 1: 6 / 4, Team 2: 5 / 8; Team 1: 8 / 5, Team 2: 4 / 6; Team 1: 4 / 3, Team 2: 4 / 9",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/353196/evil-geniuses-vs-100-thieves-champions-tour-2024-americas-stage-2-w3
Champions Tour 2024: Americas Stage 2,Cloud9,KRÜ Esports,2024-07-12 20:00:00,Bo3,C9 ban Ascent; KRÜ ban Bind; C9 pick Icebox; KRÜ pick Split; C9 ban Lotus; KRÜ ban Haven; Sunset remains,Icebox: 7-13; Split: 10-13,56:41; 56:12,"Team 1: 2 / 5, Team 2: 6 / 7; Team 1: 5 / 5, Team 2: 6 / 7",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/353197/cloud9-vs-kr-esports-champions-tour-2024-americas-stage-2-w4
Champions Tour 2024: Americas Stage 2,Evil Geniuses,MIBR,2024-07-13 17:00:00,Bo3,EG ban Haven; MIBR ban Icebox; EG pick Bind; MIBR pick Lotus; EG ban Ascent; MIBR ban Split; Sunset remains,Bind: 9-13; Lotus: 2-13,1:06:32; 35:45,"Team 1: 4 / 5, Team 2: 6 / 7; Team 1: 0 / 2, Team 2: 3 / 10",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/353198/evil-geniuses-vs-mibr-champions-tour-2024-americas-stage-2-w4
Champions Tour 2024: Americas Stage 2,LEVIATÁN,FURIA,2024-07-13 19:10:00,Bo3,LEV ban Split; FUR ban Lotus; LEV pick Sunset; FUR pick Icebox; LEV ban Ascent; FUR ban Haven; Bind remains,Sunset: 13-6; Icebox: 13-6,49:59; 46:19,"Team 1: 8 / 5, Team 2: 4 / 2; Team 1: 6 / 7, Team 2: 1 / 5",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/353199/leviat-n-vs-furia-champions-tour-2024-americas-stage-2-w4
Champions Tour 2024: Americas Stage 2,LOUD,100 Thieves,2024-07-14 17:00:00,Bo3,LOUD ban Split; 100T ban Sunset; LOUD pick Ascent; 100T pick Bind; LOUD ban Icebox; 100T ban Haven; Lotus remains,Ascent: 1-13; Bind: 13-8; Lotus: 13-10,41:31; 43:12; 52:22,"Team 1: 1 / 0, Team 2: 11 / 2; Team 1: 6 / 7, Team 2: 6 / 2; Team 1: 6 / 7, Team 2: 5 / 5",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/353200/loud-vs-100-thieves-champions-tour-2024-americas-stage-2-w4
Champions Tour 2024: Americas Stage 2,Sentinels,G2 Esports,2024-07-14 20:00:00,Bo3,G2 ban Sunset; SEN ban Icebox; G2 pick Bind; SEN pick Lotus; G2 ban Split; SEN ban Haven; Ascent remains,Bind: 6-13; Lotus: 9-13,1:31:34; 57:39,"Team 1: 6 / 0, Team 2: 6 / 7; Team 1: 4 / 5, Team 2: 8 / 5",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/353201/sentinels-vs-g2-esports-champions-tour-2024-americas-stage-2-w4
Champions Tour 2024: Americas Stage 2,KRÜ Esports,Cloud9,2024-07-17 17:00:00,Bo3,C9 ban Ascent; KRÜ ban Bind; C9 pick Abyss; KRÜ pick Lotus; C9 ban Sunset; KRÜ ban Icebox; Haven remains,Abyss: 13-11; Lotus: 11-13; Haven: 13-6,1:08:52; 54:08; 42:28,"Team 1: 6 / 7, Team 2: 6 / 5; Team 1: 10 / 1, Team 2: 2 / 11; Team 1: 4 / 9, Team 2: 3 / 3",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/371266/kr-esports-vs-cloud9-champions-tour-2024-americas-stage-2-ko
Champions Tour 2024: Americas Stage 2,Sentinels,100 Thieves,2024-07-17 20:30:00,Bo3,SEN ban Icebox; 100T ban Sunset; SEN pick Haven; 100T pick Ascent; SEN ban Bind; 100T ban Lotus; Abyss remains,Haven: 7-13; Ascent: 10-13,53:06; 58:07,"Team 1: 4 / 3, Team 2: 4 / 9; Team 1: 6 / 4, Team 2: 5 / 8",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/371267/sentinels-vs-100-thieves-champions-tour-2024-americas-stage-2-ko
Champions Tour 2024: Americas Stage 2,LEVIATÁN,KRÜ Esports,2024-07-18 17:00:00,Bo3,LEV ban Lotus; KRÜ ban Bind; LEV pick Icebox; KRÜ pick Sunset; LEV ban Abyss; KRÜ ban Ascent; Haven remains,Icebox: 13-2; Sunset: 13-4,45:43; 36:24,"Team 1: 3 / 10, Team 2: 0 / 2; Team 1: 3 / 10, Team 2: 2 / 2",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/371268/leviat-n-vs-kr-esports-champions-tour-2024-americas-stage-2-ubsf
Champions Tour 2024: Americas Stage 2,G2 Esports,100 Thieves,2024-07-18 18:55:00,Bo3,G2 ban Ascent; 100T ban Bind; G2 pick Lotus; 100T pick Abyss; G2 ban Icebox; 100T ban Sunset; Haven remains,Lotus: 13-5; Abyss: 13-10,54:34; 56:19,"Team 1: 6 / 7, Team 2: 0 / 5; Team 1: 6 / 7, Team 2: 5 / 5",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/371269/g2-esports-vs-100-thieves-champions-tour-2024-americas-stage-2-ubsf
Champions Tour 2024: Americas Stage 2,LEVIATÁN,G2 Esports,2024-07-19 17:00:00,Bo3,LEV ban Lotus; G2 ban Sunset; LEV pick Icebox; G2 pick Bind; LEV ban Abyss; G2 ban Ascent; Haven remains,Icebox: 8-13; Bind: 6-13,47:26; 42:44,"Team 1: 6 / 2, Team 2: 3 / 10; Team 1: 2 / 4, Team 2: 5 / 8",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/371270/leviat-n-vs-g2-esports-champions-tour-2024-americas-stage-2-ubf
Champions Tour 2024: Americas Stage 2,KRÜ Esports,100 Thieves,2024-07-19 19:10:00,Bo3,100T ban Sunset; KRÜ ban Bind; 100T pick Icebox; KRÜ pick Lotus; 100T ban Haven; KRÜ ban Abyss; Ascent remains,Icebox: 9-13; Lotus: 13-11; Ascent: 13-11,1:02:09; 59:56; 1:02:45,"Team 1: 3 / 6, Team 2: 7 / 6; Team 1: 7 / 6, Team 2: 5 / 6; Team 1: 5 / 8, Team 2: 7 / 4",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/371272/kr-esports-vs-100-thieves-champions-tour-2024-americas-stage-2-lr1
Champions Tour 2024: Americas Stage 2,LEVIATÁN,KRÜ Esports,2024-07-20 17:00:00,Bo5,LEV ban Lotus; KRÜ ban Bind; LEV pick Icebox; KRÜ pick Haven; LEV pick Sunset; KRÜ pick Abyss; Ascent remains,Icebox: 13-3; Haven: 11-13; Sunset: 7-13; Abyss: 13-10; Ascent: 13-10,50:11; 50:43; 46:10; 55:47; 57:46,"Team 1: 11 / 2, Team 2: 1 / 2; Team 1: 4 / 7, Team 2: 8 / 5; Team 1: 4 / 3, Team 2: 4 / 9; Team 1: 5 / 8, Team 2: 6 / 4; Team 1: 8 / 5, Team 2: 4 / 6",Team 2: Defense; Team 1: Defense; Team 2: Attack; Team 1: Defense,https://www.vlr.gg/371273/leviat-n-vs-kr-esports-champions-tour-2024-americas-stage-2-lbf
Champions Tour 2024: Americas Stage 2,G2 Esports,LEVIATÁN,2024-07-21 17:00:00,Bo5,G2 ban Icebox; G2 ban Sunset; G2 pick Lotus; LEV pick Haven; G2 pick Bind; LEV pick Ascent; Abyss remains,Lotus: 13-15; Haven: 14-16; Bind: 13-9; Ascent: 4-13,1:16:53; 1:07:32; 51:37; 40:13,"Team 1: 6 / 6 / 1, Team 2: 6 / 6 / 3; Team 1: 5 / 7 / 2, Team 2: 7 / 5 / 4; Team 1: 4 / 9, Team 2: 8 / 1; Team 1: 0 / 4, Team 2: 5 / 8",Team 2: Attack; Team 1: Attack; Team 2: Defense; Team 1: Defense,https://www.vlr.gg/371271/g2-esports-vs-leviat-n-champions-tour-2024-americas-stage-2-gf
Champions Tour 2024: China Stage 2,Titan Esports Club,JDG Esports,2024-06-15 07:00:00,Bo3,JDG ban Breeze; TEC ban Bind; JDG pick Icebox; TEC pick Lotus; JDG ban Split; TEC ban Sunset; Ascent remains,Icebox: 12-14; Lotus: 11-13,-; -,"Team 1: 4 / 8 / 0, Team 2: 8 / 4 / 2; Team 1: 8 / 3, Team 2: 4 / 9",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/359603/titan-esports-club-vs-jd-gaming-champions-tour-2024-china-stage-2-w1
Champions Tour 2024: China Stage 2,All Gamers,TYLOO,2024-06-16 05:00:00,Bo3,AG ban Ascent; TYL ban Lotus; AG pick Sunset; TYL pick Icebox; AG ban Bind; TYL ban Breeze; Split remains,Sunset: 13-10; Icebox: 13-4,-; -,"Team 1: 7 / 6, Team 2: 5 / 5; Team 1: 8 / 5, Team 2: 4 / 0",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/359604/all-gamers-vs-tyloo-champions-tour-2024-china-stage-2-w1
Champions Tour 2024: China Stage 2,Bilibili Gaming,Wolves Esports,2024-06-16 07:05:00,Bo3,WOL ban Lotus; BLG ban Breeze; WOL pick Sunset; BLG pick Bind; WOL ban Ascent; BLG ban Icebox; Split remains,Sunset: 13-5; Bind: 13-7,-; -,"Team 1: 4 / 9, Team 2: 2 / 3; Team 1: 4 / 9, Team 2: 4 / 3",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/359605/bilibili-gaming-vs-wolves-esports-champions-tour-2024-china-stage-2-w1
Champions Tour 2024: China Stage 2,Dragon Ranger Gaming,Nova Esports,2024-06-21 05:00:00,Bo3,DRG ban Bind; NOVA ban Haven; DRG pick Ascent; NOVA pick Lotus; DRG ban Split; NOVA ban Icebox; Sunset remains,Ascent: 13-7; Lotus: 12-14; Sunset: 5-13,-; -; -,"Team 1: 6 / 7, Team 2: 6 / 1; Team 1: 8 / 4 / 0, Team 2: 4 / 8 / 2; Team 1: 2 / 3, Team 2: 4 / 9",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/359606/dragon-ranger-gaming-vs-nova-esports-champions-tour-2024-china-stage-2-w2
Champions Tour 2024: China Stage 2,FunPlus Phoenix,Trace Esports,2024-06-21 08:15:00,Bo3,TE ban Icebox; FPX ban Split; TE pick Haven; FPX pick Lotus; TE ban Ascent; FPX ban Bind; Sunset remains,Haven: 13-5; Lotus: 13-15; Sunset: 6-13,-; -; -,"Team 1: 10 / 3, Team 2: 2 / 3; Team 1: 3 / 9 / 1, Team 2: 9 / 3 / 3; Team 1: 1 / 5, Team 2: 6 / 7",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/359607/funplus-phoenix-vs-trace-esports-champions-tour-2024-china-stage-2-w2
Champions Tour 2024: China Stage 2,Titan Esports Club,All Gamers,2024-06-22 05:00:00,Bo3,AG ban Lotus; TEC ban Split; AG pick Sunset; TEC pick Icebox; AG ban Bind; TEC ban Haven; Ascent remains,Sunset: 10-13; Icebox: 6-13,-; -,"Team 1: 8 / 2, Team 2: 4 / 9; Team 1: 3 / 3, Team 2: 4 / 9",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/359608/titan-esports-club-vs-all-gamers-champions-tour-2024-china-stage-2-w2
Champions Tour 2024: China Stage 2,EDward Gaming,Wolves Esports,2024-06-22 07:00:00,Bo3,WOL ban Haven; EDG ban Ascent; WOL pick Split; EDG pick Bind; WOL ban Lotus; EDG ban Sunset; Icebox remains,Split: 13-7; Bind: 12-14; Icebox: 7-13,-; -; -,"Team 1: 4 / 9, Team 2: 4 / 3; Team 1: 5 / 7 / 0, Team 2: 7 / 5 / 2; Team 1: 5 / 2, Team 2: 7 / 6",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/359609/edward-gaming-vs-wolves-esports-champions-tour-2024-china-stage-2-w2
Champions Tour 2024: China Stage 2,TYLOO,Trace Esports,2024-06-23 05:00:00,Bo3,TYL ban Lotus; TE ban Icebox; TYL pick Split; TE pick Sunset; TYL ban Ascent; TE ban Bind; Haven remains,Split: 11-13; Sunset: 13-7; Haven: 4-13,-; -; -,"Team 1: 7 / 4, Team 2: 5 / 8; Team 1: 7 / 6, Team 2: 5 / 2; Team 1: 4 / 0, Team 2: 8 / 5",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/359610/tyloo-vs-trace-esports-champions-tour-2024-china-stage-2-w2
Champions Tour 2024: China Stage 2,Nova Esports,Bilibili Gaming,2024-06-23 08:05:00,Bo3,BLG ban Sunset; NOVA ban Haven; BLG pick Split; NOVA pick Bind; BLG ban Icebox; NOVA ban Lotus; Ascent remains,Split: 16-14; Bind: 9-13; Ascent: 6-13,-; -; -,"Team 1: 4 / 8 / 4, Team 2: 8 / 4 / 2; Team 1: 4 / 5, Team 2: 8 / 5; Team 1: 3 / 3, Team 2: 9 / 4",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/359611/nova-esports-vs-bilibili-gaming-champions-tour-2024-china-stage-2-w2
Champions Tour 2024: China Stage 2,JDG Esports,FunPlus Phoenix,2024-06-26 07:00:00,Bo3,JDG ban Ascent; FPX ban Split; JDG pick Sunset; FPX pick Haven; JDG ban Lotus; FPX ban Icebox; Bind remains,Sunset: 8-13; Haven: 12-14,-; -,"Team 1: 4 / 4, Team 2: 5 / 8; Team 1: 5 / 7 / 0, Team 2: 7 / 5 / 2",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/359612/jdg-esports-vs-funplus-phoenix-champions-tour-2024-china-stage-2-w3
Champions Tour 2024: China Stage 2,EDward Gaming,Dragon Ranger Gaming,2024-06-27 07:00:00,Bo3,EDG ban Ascent; DRG ban Bind; EDG pick Lotus; DRG pick Haven; EDG ban Icebox; DRG ban Sunset; Split remains,Lotus: 11-13; Haven: 5-13,-; -,"Team 1: 4 / 7, Team 2: 8 / 5; Team 1: 3 / 2, Team 2: 9 / 4",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/359613/edward-gaming-vs-dragon-ranger-gaming-champions-tour-2024-china-stage-2-w3
Champions Tour 2024: China Stage 2,Nova Esports,Wolves Esports,2024-06-28 05:00:00,Bo3,WOL ban Lotus; NOVA ban Haven; WOL pick Icebox; NOVA pick Sunset; WOL ban Split; NOVA ban Ascent; Bind remains,Icebox: 14-12; Sunset: 15-13,-; -,"Team 1: 10 / 2 / 2, Team 2: 2 / 10 / 0; Team 1: 4 / 8 / 3, Team 2: 8 / 4 / 1",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/359614/nova-esports-vs-wolves-esports-champions-tour-2024-china-stage-2-w3
Champions Tour 2024: China Stage 2,JDG Esports,Trace Esports,2024-06-28 07:35:00,Bo3,JDG ban Split; TE ban Icebox; JDG pick Bind; TE pick Sunset; JDG ban Lotus; TE ban Ascent; Haven remains,Bind: 13-2; Sunset: 8-13; Haven: 13-6,-; -; -,"Team 1: 3 / 10, Team 2: 0 / 2; Team 1: 5 / 3, Team 2: 4 / 9; Team 1: 6 / 7, Team 2: 1 / 5",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/359615/jdg-esports-vs-trace-esports-champions-tour-2024-china-stage-2-w3
Champions Tour 2024: China Stage 2,Titan Esports Club,TYLOO,2024-06-29 05:00:00,Bo3,TEC ban Split; TYL ban Lotus; TEC pick Bind; TYL pick Ascent; TEC ban Haven; TYL ban Sunset; Icebox remains,Bind: 11-13; Ascent: 13-9; Icebox: 9-13,-; -; -,"Team 1: 2 / 9, Team 2: 10 / 3; Team 1: 6 / 7, Team 2: 6 / 3; Team 1: 6 / 3, Team 2: 6 / 7",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/359616/titan-esports-club-vs-tyloo-champions-tour-2024-china-stage-2-w3
Champions Tour 2024: China Stage 2,All Gamers,FunPlus Phoenix,2024-06-29 08:30:00,Bo3,AG ban Lotus; FPX ban Split; AG pick Sunset; FPX pick Haven; AG ban Bind; FPX ban Icebox; Ascent remains,Sunset: 11-13; Haven: 13-8; Ascent: 7-13,-; -; -,"Team 1: 5 / 6, Team 2: 7 / 6; Team 1: 6 / 7, Team 2: 6 / 2; Team 1: 2 / 5, Team 2: 6 / 7",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/359617/all-gamers-vs-funplus-phoenix-champions-tour-2024-china-stage-2-w3
Champions Tour 2024: China Stage 2,Bilibili Gaming,Dragon Ranger Gaming,2024-06-30 05:00:00,Bo3,BLG ban Icebox; DRG ban Bind; BLG pick Lotus; DRG pick Ascent; BLG ban Haven; DRG ban Sunset; Split remains,Lotus: 13-11; Ascent: 13-11,-; -,"Team 1: 7 / 6, Team 2: 5 / 6; Team 1: 5 / 8, Team 2: 7 / 4",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/359618/bilibili-gaming-vs-dragon-ranger-gaming-champions-tour-2024-china-stage-2-w3
Champions Tour 2024: China Stage 2,EDward Gaming,Nova Esports,2024-06-30 07:20:00,Bo3,NOVA ban Haven; EDG ban Ascent; NOVA pick Lotus; EDG pick Bind; NOVA ban Split; EDG ban Icebox; Sunset remains,Lotus: 13-9; Bind: 13-6,-; -,"Team 1: 6 / 7, Team 2: 4 / 5; Team 1: 8 / 5, Team 2: 4 / 2",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/359619/edward-gaming-vs-nova-esports-champions-tour-2024-china-stage-2-w3
Champions Tour 2024: China Stage 2,All Gamers,Trace Esports,2024-07-03 07:00:00,Bo3,AG ban Lotus; TE ban Icebox; AG pick Haven; TE pick Sunset; AG ban Ascent; TE ban Bind; Split remains,Haven: 6-13; Sunset: 4-13,-; -,"Team 1: 4 / 2, Team 2: 3 / 10; Team 1: 3 / 1, Team 2: 9 / 4",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/359621/all-gamers-vs-trace-esports-champions-tour-2024-china-stage-2-w4
Champions Tour 2024: China Stage 2,Titan Esports Club,FunPlus Phoenix,2024-07-04 07:00:00,Bo3,FPX ban Split; TEC ban Haven; FPX pick Lotus; TEC pick Sunset; FPX ban Icebox; TEC ban Ascent; Bind remains,Lotus: 13-9; Sunset: 13-6,-; -,"Team 1: 6 / 7, Team 2: 6 / 3; Team 1: 5 / 8, Team 2: 2 / 4",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/359622/titan-esports-club-vs-funplus-phoenix-champions-tour-2024-china-stage-2-w4
Champions Tour 2024: China Stage 2,TYLOO,JDG Esports,2024-07-05 05:00:00,Bo3,JDG ban Sunset; TYL ban Lotus; JDG pick Haven; TYL pick Icebox; JDG ban Ascent; TYL ban Split; Bind remains,Haven: 1-13; Icebox: 9-13,-; -,"Team 1: 1 / 0, Team 2: 11 / 2; Team 1: 7 / 2, Team 2: 5 / 8",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/359623/tyloo-vs-jdg-esports-champions-tour-2024-china-stage-2-w4
Champions Tour 2024: China Stage 2,Dragon Ranger Gaming,Wolves Esports,2024-07-05 07:00:00,Bo3,WOL ban Lotus; DRG ban Sunset; WOL pick Icebox; DRG pick Ascent; WOL ban Split; DRG ban Bind; Haven remains,Icebox: 7-13; Ascent: 6-13,-; -,"Team 1: 2 / 5, Team 2: 6 / 7; Team 1: 4 / 2, Team 2: 8 / 5",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/359624/dragon-ranger-gaming-vs-wolves-esports-champions-tour-2024-china-stage-2-w4
Champions Tour 2024: China Stage 2,Trace Esports,Titan Esports Club,2024-07-06 05:00:00,Bo3,TE ban Icebox; TEC ban Split; TE pick Lotus; TEC pick Bind; TE ban Ascent; TEC ban Sunset; Haven remains,Lotus: 13-11; Bind: 8-13; Haven: 13-10,-; -; -,"Team 1: 6 / 7, Team 2: 6 / 5; Team 1: 4 / 4, Team 2: 5 / 8; Team 1: 7 / 6, Team 2: 5 / 5",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/359625/trace-esports-vs-titan-esports-club-champions-tour-2024-china-stage-2-w4
Champions Tour 2024: China Stage 2,EDward Gaming,Bilibili Gaming,2024-07-06 08:20:00,Bo3,BLG ban Bind; EDG ban Split; BLG pick Icebox; EDG pick Haven; BLG ban Sunset; EDG ban Ascent; Lotus remains,Icebox: 13-11; Haven: 13-8,-; -,"Team 1: 7 / 6, Team 2: 5 / 6; Team 1: 5 / 8, Team 2: 4 / 4",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/359626/edward-gaming-vs-bilibili-gaming-champions-tour-2024-china-stage-2-w4
Champions Tour 2024: China Stage 2,JDG Esports,All Gamers,2024-07-07 05:00:00,Bo3,JDG ban Sunset; AG ban Bind; JDG pick Haven; AG pick Icebox; JDG ban Lotus; AG ban Ascent; Split remains,Haven: 13-8; Icebox: 13-3,-; -,"Team 1: 7 / 6, Team 2: 5 / 3; Team 1: 3 / 10, Team 2: 1 / 2",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/359627/jdg-esports-vs-all-gamers-champions-tour-2024-china-stage-2-w4
Champions Tour 2024: China Stage 2,TYLOO,FunPlus Phoenix,2024-07-07 07:00:00,Bo3,TYL ban Lotus; FPX ban Split; TYL pick Icebox; FPX pick Haven; TYL ban Bind; FPX ban Sunset; Ascent remains,Icebox: 5-13; Haven: 14-12; Ascent: 13-4,-; -; -,"Team 1: 1 / 4, Team 2: 5 / 8; Team 1: 6 / 6 / 2, Team 2: 6 / 6 / 0; Team 1: 4 / 9, Team 2: 1 / 3",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/359628/tyloo-vs-funplus-phoenix-champions-tour-2024-china-stage-2-w4
Champions Tour 2024: China Stage 2,Trace Esports,All Gamers,2024-07-16 04:00:00,Bo3,AG ban Abyss; TE ban Icebox; AG pick Lotus; TE pick Sunset; AG ban Ascent; TE ban Bind; Haven remains,Lotus: 13-7; Sunset: 13-10,-; -,"Team 1: 9 / 4, Team 2: 3 / 4; Team 1: 8 / 5, Team 2: 3 / 7",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/370723/trace-esports-vs-all-gamers-champions-tour-2024-china-stage-2-ko
Champions Tour 2024: China Stage 2,JDG Esports,Bilibili Gaming,2024-07-16 06:25:00,Bo3,BLG ban Haven; JDG ban Abyss; BLG pick Sunset; JDG pick Icebox; BLG ban Bind; JDG ban Ascent; Lotus remains,Sunset: 9-13; Icebox: 7-13,-; -,"Team 1: 4 / 5, Team 2: 6 / 7; Team 1: 2 / 5, Team 2: 6 / 7",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/370722/jdg-esports-vs-bilibili-gaming-champions-tour-2024-china-stage-2-ko
Champions Tour 2024: China Stage 2,FunPlus Phoenix,Trace Esports,2024-07-17 04:00:00,Bo3,TE ban Icebox; FPX ban Sunset; TE pick Ascent; FPX pick Haven; TE ban Abyss; FPX ban Bind; Lotus remains,Ascent: 3-13; Haven: 11-13,-; -,"Team 1: 3 / 0, Team 2: 9 / 4; Team 1: 8 / 3, Team 2: 4 / 9",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/370725/funplus-phoenix-vs-trace-esports-champions-tour-2024-china-stage-2-ubsf
Champions Tour 2024: China Stage 2,EDward Gaming,Bilibili Gaming,2024-07-17 06:10:00,Bo3,BLG ban Haven; EDG ban Ascent; BLG pick Sunset; EDG pick Bind; BLG ban Icebox; EDG ban Abyss; Lotus remains,Sunset: 13-5; Bind: 7-13; Lotus: 13-10,-; -; -,"Team 1: 7 / 6, Team 2: 5 / 0; Team 1: 4 / 3, Team 2: 8 / 5; Team 1: 9 / 4, Team 2: 3 / 7",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/370724/edward-gaming-vs-bilibili-gaming-champions-tour-2024-china-stage-2-ubsf
Champions Tour 2024: China Stage 2,Trace Esports,EDward Gaming,2024-07-18 04:00:00,Bo3,TE ban Icebox; EDG ban Ascent; TE pick Sunset; EDG pick Abyss; TE ban Haven; EDG ban Bind; Lotus remains,Sunset: 2-13; Abyss: 5-13,-; -,"Team 1: 0 / 2, Team 2: 3 / 10; Team 1: 5 / 0, Team 2: 7 / 6",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/370726/trace-esports-vs-edward-gaming-champions-tour-2024-china-stage-2-ubf
Champions Tour 2024: China Stage 2,FunPlus Phoenix,Bilibili Gaming,2024-07-18 05:50:00,Bo3,BLG ban Haven; FPX ban Sunset; BLG pick Ascent; FPX pick Icebox; BLG ban Abyss; FPX ban Bind; Lotus remains,Ascent: 13-3; Icebox: 12-14; Lotus: 13-10,-; -; -,"Team 1: 4 / 9, Team 2: 0 / 3; Team 1: 7 / 5 / 0, Team 2: 5 / 7 / 2; Team 1: 7 / 6, Team 2: 4 / 6",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/370728/funplus-phoenix-vs-bilibili-gaming-champions-tour-2024-china-stage-2-lr1
Champions Tour 2024: China Stage 2,Trace Esports,FunPlus Phoenix,2024-07-19 04:00:00,Bo5,FPX ban Sunset; TE ban Icebox; FPX pick Lotus; TE pick Ascent; FPX pick Abyss; TE pick Bind; Haven remains,Lotus: 13-11; Ascent: 13-8; Abyss: 8-13; Bind: 9-13; Haven: 8-13,-; -; -; -; -,"Team 1: 7 / 6, Team 2: 5 / 6; Team 1: 6 / 7, Team 2: 6 / 2; Team 1: 5 / 3, Team 2: 7 / 6; Team 1: 6 / 3, Team 2: 6 / 7; Team 1: 6 / 2, Team 2: 6 / 7",Team 1: Attack; Team 2: Defense; Team 1: Attack; Team 2: Defense,https://www.vlr.gg/370729/trace-esports-vs-funplus-phoenix-champions-tour-2024-china-stage-2-lbf
