Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Score per Map,Match Durations,Score per Half,Sides Chosen by Non-Picker,Match URL
Champions Tour 2024: Pacific Stage 2,DRX,Rex Regum Qeon,2024-06-24 04:00:00,Bo3,DRX ban Icebox; RRQ ban Bind; DRX pick Split; RRQ pick Sunset; DRX ban Lotus; RRQ ban Ascent; Haven remains,Split: 12-14; Sunset: 12-14,1:03:18; 52:09,"Team 1: 3 / 9 / 0, Team 2: 9 / 3 / 2; Team 1: 4 / 8 / 0, Team 2: 8 / 4 / 2",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/314350/drx-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-2-w2
Champions Tour 2024: Pacific Stage 2,Team Secret,T1,2024-06-24 06:20:00,Bo3,TS ban Bind; T1 ban Sunset; TS pick Haven; T1 pick Split; TS ban Ascent; T1 ban Lotus; Icebox remains,Haven: 10-13; Split: 13-6; Icebox: 14-12,52:44; 43:21; 54:42,"Team 1: 4 / 6, Team 2: 7 / 6; Team 1: 7 / 6, Team 2: 5 / 1; Team 1: 8 / 4 / 2, Team 2: 4 / 8 / 0",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/314351/team-secret-vs-t1-champions-tour-2024-pacific-stage-2-w2
Champions Tour 2024: Pacific Stage 2,Talon Esports,DetonatioN FocusMe,2024-06-29 04:00:00,Bo3,TLN ban Split; DFM ban Bind; TLN pick Lotus; DFM pick Sunset; TLN ban Haven; DFM ban Icebox; Ascent remains,Lotus: 13-7; Sunset: 13-10,52:08; 54:33,"Team 1: 7 / 6, Team 2: 5 / 2; Team 1: 6 / 7, Team 2: 6 / 4",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/314352/talon-esports-vs-detonation-focusme-champions-tour-2024-pacific-stage-2-w3
Champions Tour 2024: Pacific Stage 2,ZETA DIVISION,Rex Regum Qeon,2024-06-29 06:10:00,Bo3,RRQ ban Bind; ZETA ban Icebox; RRQ pick Split; ZETA pick Sunset; RRQ ban Haven; ZETA ban Lotus; Ascent remains,Split: 8-13; Sunset: 10-13,50:13; 52:35,"Team 1: 6 / 2, Team 2: 6 / 7; Team 1: 7 / 3, Team 2: 4 / 9",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/314353/zeta-division-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-2-w3
Champions Tour 2024: Pacific Stage 2,Global Esports,T1,2024-06-30 04:00:00,Bo3,GE ban Bind; T1 ban Sunset; GE pick Icebox; T1 pick Lotus; GE ban Split; T1 ban Haven; Ascent remains,Icebox: 13-10; Lotus: 8-13; Ascent: 8-13,57:42; 49:04; 50:19,"Team 1: 6 / 7, Team 2: 5 / 5; Team 1: 4 / 4, Team 2: 8 / 5; Team 1: 6 / 2, Team 2: 6 / 7",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/314354/global-esports-vs-t1-champions-tour-2024-pacific-stage-2-w3
Champions Tour 2024: Pacific Stage 2,BLEED,Gen.G,2024-06-30 07:15:00,Bo3,BLD ban Lotus; GEN ban Bind; BLD pick Ascent; GEN pick Sunset; BLD ban Split; GEN ban Haven; Icebox remains,Ascent: 6-13; Sunset: 13-10; Icebox: 11-13,46:33; 48:31; 49:46,"Team 1: 6 / 0, Team 2: 6 / 7; Team 1: 8 / 5, Team 2: 3 / 7; Team 1: 7 / 4, Team 2: 5 / 8",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/314355/bleed-vs-gen-g-champions-tour-2024-pacific-stage-2-w3
Champions Tour 2024: Pacific Stage 2,Paper Rex,DetonatioN FocusMe,2024-07-01 04:00:00,Bo3,DFM ban Split; PRX ban Ascent; DFM pick Icebox; PRX pick Sunset; DFM ban Bind; PRX ban Haven; Lotus remains,Icebox: 13-4; Sunset: 13-8,49:25; 46:29,"Team 1: 10 / 3, Team 2: 2 / 2; Team 1: 5 / 8, Team 2: 4 / 4",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/314356/paper-rex-vs-detonation-focusme-champions-tour-2024-pacific-stage-2-w3
Champions Tour 2024: Pacific Stage 2,DRX,Talon Esports,2024-07-01 06:00:00,Bo3,DRX ban Lotus; TLN ban Split; DRX pick Ascent; TLN pick Haven; DRX ban Sunset; TLN ban Bind; Icebox remains,Ascent: 11-13; Haven: 13-10; Icebox: 13-5,58:10; 50:21; 37:18,"Team 1: 8 / 3, Team 2: 4 / 9; Team 1: 7 / 6, Team 2: 5 / 5; Team 1: 12 / 1, Team 2: 0 / 5",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/314357/drx-vs-talon-esports-champions-tour-2024-pacific-stage-2-w3
Champions Tour 2024: Pacific Stage 2,Paper Rex,Rex Regum Qeon,2024-07-05 04:00:00,Bo3,PRX ban Split; RRQ ban Bind; PRX pick Lotus; RRQ pick Ascent; PRX ban Haven; RRQ ban Icebox; Sunset remains,Lotus: 13-7; Ascent: 7-13; Sunset: 13-10,52:37; 42:11; 47:50,"Team 1: 5 / 8, Team 2: 3 / 4; Team 1: 5 / 2, Team 2: 7 / 6; Team 1: 7 / 6, Team 2: 5 / 5",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/314358/paper-rex-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-2-w4
Champions Tour 2024: Pacific Stage 2,Gen.G,Global Esports,2024-07-05 07:00:00,Bo3,GE ban Bind; GEN ban Icebox; GE pick Lotus; GEN pick Ascent; GE ban Split; GEN ban Haven; Sunset remains,Lotus: 13-1; Ascent: 13-6,36:36; 46:43,"Team 1: 2 / 11, Team 2: 0 / 1; Team 1: 6 / 7, Team 2: 1 / 5",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/314359/gen-g-vs-global-esports-champions-tour-2024-pacific-stage-2-w4
Champions Tour 2024: Pacific Stage 2,DRX,DetonatioN FocusMe,2024-07-06 04:00:00,Bo3,DRX ban Sunset; DFM ban Split; DRX pick Icebox; DFM pick Ascent; DRX ban Bind; DFM ban Lotus; Haven remains,Icebox: 13-7; Ascent: 6-13; Haven: 13-2,56:31; 38:39; 34:27,"Team 1: 6 / 7, Team 2: 2 / 5; Team 1: 5 / 1, Team 2: 7 / 6; Team 1: 10 / 3, Team 2: 2 / 0",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/314360/drx-vs-detonation-focusme-champions-tour-2024-pacific-stage-2-w4
Champions Tour 2024: Pacific Stage 2,ZETA DIVISION,Talon Esports,2024-07-06 06:45:00,Bo3,ZETA ban Icebox; TLN ban Split; ZETA pick Ascent; TLN pick Lotus; ZETA ban Sunset; TLN ban Bind; Haven remains,Ascent: 13-6; Lotus: 8-13; Haven: 13-8,42:44; 50:44; 45:22,"Team 1: 4 / 9, Team 2: 3 / 3; Team 1: 2 / 6, Team 2: 7 / 6; Team 1: 7 / 6, Team 2: 5 / 3",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/314361/zeta-division-vs-talon-esports-champions-tour-2024-pacific-stage-2-w4
Champions Tour 2024: Pacific Stage 2,Gen.G,Team Secret,2024-07-07 04:00:00,Bo3,TS ban Bind; GEN ban Icebox; TS pick Sunset; GEN pick Lotus; TS ban Ascent; GEN ban Haven; Split remains,Sunset: 6-13; Lotus: 13-7; Split: 12-14,47:26; 42:55; 1:00:59,"Team 1: 4 / 2, Team 2: 3 / 10; Team 1: 6 / 7, Team 2: 2 / 5; Team 1: 3 / 9 / 0, Team 2: 9 / 3 / 2",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/314362/gen-g-vs-team-secret-champions-tour-2024-pacific-stage-2-w4
Champions Tour 2024: Pacific Stage 2,Paper Rex,ZETA DIVISION,2024-07-07 07:00:00,Bo3,ZETA ban Icebox; PRX ban Haven; ZETA pick Ascent; PRX pick Lotus; ZETA ban Split; PRX ban Bind; Sunset remains,Ascent: 9-13; Lotus: 13-8; Sunset: 13-4,50:16; 45:25; 37:00,"Team 1: 7 / 2, Team 2: 5 / 8; Team 1: 11 / 2, Team 2: 1 / 7; Team 1: 5 / 8, Team 2: 0 / 4",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/314363/paper-rex-vs-zeta-division-champions-tour-2024-pacific-stage-2-w4
Champions Tour 2024: Pacific Stage 2,T1,BLEED,2024-07-08 04:00:00,Bo3,BLD ban Split; T1 ban Sunset; BLD pick Bind; T1 pick Lotus; BLD ban Icebox; T1 ban Haven; Ascent remains,Bind: 13-11; Lotus: 9-13; Ascent: 13-8,1:01:29; 50:20; 46:07,"Team 1: 3 / 10, Team 2: 9 / 2; Team 1: 3 / 6, Team 2: 7 / 6; Team 1: 7 / 6, Team 2: 5 / 3",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/314364/t1-vs-bleed-champions-tour-2024-pacific-stage-2-w4
Champions Tour 2024: Pacific Stage 2,Gen.G,Rex Regum Qeon,2024-07-12 04:00:00,Bo3,RRQ ban Lotus; GEN ban Abyss; RRQ pick Haven; GEN pick Bind; RRQ ban Ascent; GEN ban Icebox; Sunset remains,Haven: 13-8; Bind: 13-11,1:01:06; 52:16,"Team 1: 6 / 7, Team 2: 3 / 5; Team 1: 7 / 6, Team 2: 5 / 6",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/365316/gen-g-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-2-ko
Champions Tour 2024: Pacific Stage 2,Team Secret,Talon Esports,2024-07-12 06:15:00,Bo3,TLN ban Sunset; TS ban Bind; TLN pick Lotus; TS pick Abyss; TLN ban Icebox; TS ban Ascent; Haven remains,Lotus: 11-13; Abyss: 11-13,1:01:48; 55:48,"Team 1: 5 / 6, Team 2: 7 / 6; Team 1: 5 / 6, Team 2: 7 / 6",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/365317/team-secret-vs-talon-esports-champions-tour-2024-pacific-stage-2-ko
Champions Tour 2024: Pacific Stage 2,Paper Rex,Gen.G,2024-07-13 04:00:00,Bo3,GEN ban Abyss; PRX ban Haven; GEN pick Ascent; PRX pick Icebox; GEN ban Sunset; PRX ban Bind; Lotus remains,Ascent: 10-13; Icebox: 5-13,59:34; 39:00,"Team 1: 3 / 7, Team 2: 9 / 4; Team 1: 4 / 1, Team 2: 8 / 5",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/365318/paper-rex-vs-gen-g-champions-tour-2024-pacific-stage-2-ubsf
Champions Tour 2024: Pacific Stage 2,DRX,Talon Esports,2024-07-13 06:05:00,Bo3,TLN ban Icebox; DRX ban Lotus; TLN pick Ascent; DRX pick Abyss; TLN ban Bind; DRX ban Haven; Sunset remains,Ascent: 13-8; Abyss: 13-4,55:20; 39:41,"Team 1: 7 / 6, Team 2: 5 / 3; Team 1: 5 / 8, Team 2: 0 / 4",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/365319/drx-vs-talon-esports-champions-tour-2024-pacific-stage-2-ubsf
Champions Tour 2024: Pacific Stage 2,Gen.G,DRX,2024-07-14 04:00:00,Bo3,GEN ban Abyss; DRX ban Lotus; GEN pick Haven; DRX pick Sunset; GEN ban Icebox; DRX ban Ascent; Bind remains,Haven: 13-9; Sunset: 10-13; Bind: 13-6,57:01; 53:54; 46:10,"Team 1: 4 / 9, Team 2: 6 / 3; Team 1: 4 / 6, Team 2: 7 / 6; Team 1: 6 / 7, Team 2: 1 / 5",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/365320/gen-g-vs-drx-champions-tour-2024-pacific-stage-2-ubf
Champions Tour 2024: Pacific Stage 2,Paper Rex,Talon Esports,2024-07-14 07:15:00,Bo3,TLN ban Abyss; PRX ban Haven; TLN pick Ascent; PRX pick Sunset; TLN ban Icebox; PRX ban Bind; Lotus remains,Ascent: 13-3; Sunset: 13-3,40:33; 33:24,"Team 1: 3 / 10, Team 2: 1 / 2; Team 1: 9 / 4, Team 2: 3 / 0",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/365322/paper-rex-vs-talon-esports-champions-tour-2024-pacific-stage-2-lr1
Champions Tour 2024: Pacific Stage 2,DRX,Paper Rex,2024-07-20 04:00:00,Bo5,DRX ban Sunset; PRX ban Haven; DRX pick Abyss; PRX pick Lotus; DRX pick Bind; PRX pick Icebox; Ascent remains,Abyss: 7-13; Lotus: 10-13; Bind: 13-10; Icebox: 13-10; Ascent: 13-7,47:52; 43:05; 48:48; 48:59; 43:32,"Team 1: 1 / 6, Team 2: 7 / 6; Team 1: 5 / 5, Team 2: 7 / 6; Team 1: 5 / 8, Team 2: 6 / 4; Team 1: 6 / 7, Team 2: 6 / 4; Team 1: 7 / 6, Team 2: 5 / 2",Team 2: Attack; Team 1: Attack; Team 2: Attack; Team 1: Attack,https://www.vlr.gg/365323/drx-vs-paper-rex-champions-tour-2024-pacific-stage-2-lf
Champions Tour 2024: Pacific Stage 2,Gen.G,DRX,2024-07-21 04:00:00,Bo5,GEN ban Sunset; GEN ban Abyss; GEN pick Haven; DRX pick Bind; GEN pick Lotus; DRX pick Icebox; Ascent remains,Haven: 6-13; Bind: 18-16; Lotus: 14-12; Icebox: 13-6,45:13; 1:22:39; 57:55; 39:36,"Team 1: 4 / 2, Team 2: 3 / 10; Team 1: 5 / 7 / 6, Team 2: 7 / 5 / 4; Team 1: 7 / 5 / 2, Team 2: 5 / 7 / 0; Team 1: 6 / 7, Team 2: 1 / 5",Team 2: Attack; Team 1: Defense; Team 2: Attack; Team 1: Defense,https://www.vlr.gg/365321/gen-g-vs-drx-champions-tour-2024-pacific-stage-2-gf
Champions Tour 2024: EMEA Stage 2,FUT Esports,KOI,2024-06-18 14:00:00,Bo3,KOI ban Ascent; FUT ban Breeze; KOI pick Split; FUT pick Lotus; KOI ban Bind; FUT ban Icebox; Sunset remains,Split: 13-7; Lotus: 7-13; Sunset: 13-6,59:15; 45:44; 38:52,"Team 1: 5 / 8, Team 2: 3 / 4; Team 1: 4 / 3, Team 2: 4 / 9; Team 1: 10 / 3, Team 2: 2 / 4",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/353153/fut-esports-vs-koi-champions-tour-2024-emea-stage-2-w1
Champions Tour 2024: EMEA Stage 2,BBL Esports,FNATIC,2024-06-19 12:00:00,Bo3,BBL ban Breeze; FNC ban Sunset; BBL pick Ascent; FNC pick Bind; BBL ban Icebox; FNC ban Split; Lotus remains,Ascent: 9-13; Bind: 13-11; Lotus: 11-13,1:05:35; 52:40; 53:32,"Team 1: 6 / 3, Team 2: 6 / 7; Team 1: 5 / 8, Team 2: 7 / 4; Team 1: 3 / 8, Team 2: 9 / 4",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/353154/bbl-esports-vs-fnatic-champions-tour-2024-emea-stage-2-w1
Champions Tour 2024: EMEA Stage 2,Team Heretics,Natus Vincere,2024-06-19 15:30:00,Bo3,TH ban Breeze; NAVI ban Lotus; TH pick Sunset; NAVI pick Bind; TH ban Split; NAVI ban Icebox; Ascent remains,Sunset: 13-3; Bind: 13-5,43:52; 37:19,"Team 1: 2 / 11, Team 2: 2 / 1; Team 1: 9 / 4, Team 2: 3 / 2",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/353155/team-heretics-vs-natus-vincere-champions-tour-2024-emea-stage-2-w1
Champions Tour 2024: EMEA Stage 2,GIANTX,Gentle Mates,2024-06-20 12:00:00,Bo3,M8 ban Bind; GX ban Icebox; M8 pick Split; GX pick Sunset; M8 ban Lotus; GX ban Ascent; Breeze remains,Split: 1-13; Sunset: 13-11; Breeze: 13-11,47:57; 50:46; 54:54,"Team 1: 0 / 1, Team 2: 2 / 11; Team 1: 6 / 7, Team 2: 6 / 5; Team 1: 5 / 8, Team 2: 7 / 4",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/353157/giantx-vs-gentle-mates-champions-tour-2024-emea-stage-2-w1
Champions Tour 2024: EMEA Stage 2,Team Vitality,Team Liquid,2024-06-20 15:10:00,Bo3,TL ban Breeze; VIT ban Split; TL pick Lotus; VIT pick Icebox; TL ban Sunset; VIT ban Bind; Ascent remains,Lotus: 13-10; Icebox: 17-15,1:02:01; 1:16:19,"Team 1: 8 / 5, Team 2: 4 / 6; Team 1: 10 / 2 / 5, Team 2: 2 / 10 / 3",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/353156/team-vitality-vs-team-liquid-champions-tour-2024-emea-stage-2-w1
Champions Tour 2024: EMEA Stage 2,BBL Esports,Karmine Corp,2024-06-21 12:00:00,Bo3,KC ban Ascent; BBL ban Breeze; KC pick Lotus; BBL pick Sunset; KC ban Icebox; BBL ban Bind; Split remains,Lotus: 6-13; Sunset: 5-13,56:28; 34:14,"Team 1: 0 / 6, Team 2: 7 / 6; Team 1: 3 / 2, Team 2: 3 / 10",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/353159/bbl-esports-vs-karmine-corp-champions-tour-2024-emea-stage-2-w1
Champions Tour 2024: EMEA Stage 2,Natus Vincere,FUT Esports,2024-06-21 13:50:00,Bo3,NAVI ban Sunset; FUT ban Breeze; NAVI pick Ascent; FUT pick Lotus; NAVI ban Bind; FUT ban Split; Icebox remains,Ascent: 11-13; Lotus: 5-13,59:30; 46:10,"Team 1: 7 / 4, Team 2: 5 / 8; Team 1: 5 / 0, Team 2: 7 / 6",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/353158/natus-vincere-vs-fut-esports-champions-tour-2024-emea-stage-2-w1
Champions Tour 2024: EMEA Stage 2,KOI,GIANTX,2024-06-25 14:00:00,Bo3,GX ban Split; KOI ban Bind; GX pick Sunset; KOI pick Icebox; GX ban Haven; KOI ban Ascent; Lotus remains,Sunset: 13-5; Icebox: 14-12,1:00:15; 1:05:58,"Team 1: 7 / 6, Team 2: 5 / 0; Team 1: 8 / 4 / 2, Team 2: 4 / 8 / 0",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/353202/koi-vs-giantx-champions-tour-2024-emea-stage-2-w2
Champions Tour 2024: EMEA Stage 2,Team Heretics,FUT Esports,2024-06-26 12:00:00,Bo3,TH ban Ascent; FUT ban Icebox; TH pick Sunset; FUT pick Split; TH ban Lotus; FUT ban Haven; Bind remains,Sunset: 13-10; Split: 13-6,1:11:15; 40:15,"Team 1: 7 / 6, Team 2: 4 / 6; Team 1: 4 / 9, Team 2: 3 / 3",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/353161/team-heretics-vs-fut-esports-champions-tour-2024-emea-stage-2-w2
Champions Tour 2024: EMEA Stage 2,FNATIC,Team Vitality,2024-06-26 14:15:00,Bo3,FNC ban Sunset; VIT ban Split; FNC pick Haven; VIT pick Icebox; FNC ban Ascent; VIT ban Bind; Lotus remains,Haven: 13-6; Icebox: 6-13; Lotus: 13-7,53:19; 47:10; 43:36,"Team 1: 9 / 4, Team 2: 3 / 3; Team 1: 3 / 3, Team 2: 9 / 4; Team 1: 8 / 5, Team 2: 4 / 3",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/353160/fnatic-vs-team-vitality-champions-tour-2024-emea-stage-2-w2
Champions Tour 2024: EMEA Stage 2,BBL Esports,Team Liquid,2024-06-27 12:00:00,Bo3,TL ban Split; BBL ban Icebox; TL pick Lotus; BBL pick Ascent; TL ban Bind; BBL ban Haven; Sunset remains,Lotus: 13-6; Ascent: 13-5,56:05; 40:15,"Team 1: 6 / 7, Team 2: 1 / 5; Team 1: 7 / 6, Team 2: 5 / 0",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/353162/bbl-esports-vs-team-liquid-champions-tour-2024-emea-stage-2-w2
Champions Tour 2024: EMEA Stage 2,Natus Vincere,GIANTX,2024-06-27 14:00:00,Bo3,GX ban Split; NAVI ban Sunset; GX pick Lotus; NAVI pick Ascent; GX ban Icebox; NAVI ban Bind; Haven remains,Lotus: 9-13; Ascent: 8-13,51:38; 45:00,"Team 1: 4 / 5, Team 2: 8 / 5; Team 1: 3 / 5, Team 2: 6 / 7",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/353163/natus-vincere-vs-giantx-champions-tour-2024-emea-stage-2-w2
Champions Tour 2024: EMEA Stage 2,KOI,Gentle Mates,2024-06-28 12:00:00,Bo3,KOI ban Ascent; M8 ban Bind; KOI pick Sunset; M8 pick Split; KOI ban Haven; M8 ban Icebox; Lotus remains,Sunset: 11-13; Split: 11-13,1:12:25; 54:45,"Team 1: 7 / 4, Team 2: 5 / 8; Team 1: 6 / 5, Team 2: 6 / 7",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/353164/koi-vs-gentle-mates-champions-tour-2024-emea-stage-2-w2
Champions Tour 2024: EMEA Stage 2,FNATIC,Karmine Corp,2024-06-28 14:30:00,Bo3,FNC ban Sunset; KC ban Ascent; FNC pick Haven; KC pick Lotus; FNC ban Split; KC ban Icebox; Bind remains,Haven: 13-3; Lotus: 13-8,40:18; 50:32,"Team 1: 4 / 9, Team 2: 0 / 3; Team 1: 8 / 5, Team 2: 4 / 4",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/353165/fnatic-vs-karmine-corp-champions-tour-2024-emea-stage-2-w2
Champions Tour 2024: EMEA Stage 2,Team Heretics,GIANTX,2024-07-03 12:00:00,Bo3,TH ban Ascent; GX ban Sunset; TH pick Bind; GX pick Split; TH ban Lotus; GX ban Icebox; Haven remains,Bind: 13-9; Split: 13-15; Haven: 13-9,1:05:37; 1:02:58; 51:28,"Team 1: 7 / 6, Team 2: 3 / 6; Team 1: 8 / 4 / 1, Team 2: 4 / 8 / 3; Team 1: 9 / 4, Team 2: 1 / 8",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/353166/team-heretics-vs-giantx-champions-tour-2024-emea-stage-2-w3
Champions Tour 2024: EMEA Stage 2,FUT Esports,Gentle Mates,2024-07-03 15:25:00,Bo3,FUT ban Icebox; M8 ban Bind; FUT pick Sunset; M8 pick Split; FUT ban Haven; M8 ban Ascent; Lotus remains,Sunset: 13-8; Split: 13-4,54:31; 37:22,"Team 1: 8 / 5, Team 2: 4 / 4; Team 1: 3 / 10, Team 2: 2 / 2",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/353167/fut-esports-vs-gentle-mates-champions-tour-2024-emea-stage-2-w3
Champions Tour 2024: EMEA Stage 2,KOI,Natus Vincere,2024-07-04 12:00:00,Bo3,NAVI ban Lotus; KOI ban Ascent; NAVI pick Split; KOI pick Icebox; NAVI ban Bind; KOI ban Haven; Sunset remains,Split: 13-10; Icebox: 13-6,1:11:35; 37:10,"Team 1: 9 / 4, Team 2: 3 / 7; Team 1: 7 / 6, Team 2: 5 / 1",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/353168/koi-vs-natus-vincere-champions-tour-2024-emea-stage-2-w3
Champions Tour 2024: EMEA Stage 2,Team Liquid,Karmine Corp,2024-07-04 14:05:00,Bo3,KC ban Ascent; TL ban Split; KC pick Bind; TL pick Sunset; KC ban Icebox; TL ban Lotus; Haven remains,Bind: 13-11; Sunset: 13-2,1:04:44; 31:02,"Team 1: 6 / 7, Team 2: 6 / 5; Team 1: 10 / 3, Team 2: 2 / 0",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/353169/team-liquid-vs-karmine-corp-champions-tour-2024-emea-stage-2-w3
Champions Tour 2024: EMEA Stage 2,BBL Esports,Team Vitality,2024-07-05 12:00:00,Bo3,BBL ban Icebox; VIT ban Split; BBL pick Ascent; VIT pick Sunset; BBL ban Haven; VIT ban Bind; Lotus remains,Ascent: 7-13; Sunset: 13-6; Lotus: 11-13,1:05:23; 41:22; 46:20,"Team 1: 5 / 2, Team 2: 7 / 6; Team 1: 3 / 10, Team 2: 4 / 2; Team 1: 2 / 9, Team 2: 10 / 3",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/353170/bbl-esports-vs-team-vitality-champions-tour-2024-emea-stage-2-w3
Champions Tour 2024: EMEA Stage 2,Team Heretics,Gentle Mates,2024-07-05 15:00:00,Bo3,TH ban Split; M8 ban Bind; TH pick Sunset; M8 pick Icebox; TH ban Ascent; M8 ban Haven; Lotus remains,Sunset: 13-7; Icebox: 10-13; Lotus: 13-5,52:52; 53:26; 40:49,"Team 1: 8 / 5, Team 2: 4 / 3; Team 1: 2 / 8, Team 2: 9 / 4; Team 1: 4 / 9, Team 2: 2 / 3",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/353171/team-heretics-vs-gentle-mates-champions-tour-2024-emea-stage-2-w3
Champions Tour 2024: EMEA Stage 2,FUT Esports,GIANTX,2024-07-09 14:00:00,Bo3,GX ban Ascent; FUT ban Haven; GX pick Split; FUT pick Lotus; GX ban Bind; FUT ban Sunset; Icebox remains,Split: 13-4; Lotus: 13-6,52:35; 43:18,"Team 1: 2 / 11, Team 2: 3 / 1; Team 1: 7 / 6, Team 2: 5 / 1",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/353172/fut-esports-vs-giantx-champions-tour-2024-emea-stage-2-w4
Champions Tour 2024: EMEA Stage 2,Team Heretics,KOI,2024-07-10 12:00:00,Bo3,KOI ban Sunset; TH ban Split; KOI pick Icebox; TH pick Bind; KOI ban Lotus; TH ban Ascent; Haven remains,Icebox: 11-13; Bind: 13-9; Haven: 13-10,1:12:55; 47:23; 51:28,"Team 1: 6 / 5, Team 2: 6 / 7; Team 1: 7 / 6, Team 2: 3 / 6; Team 1: 8 / 5, Team 2: 3 / 7",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/353173/team-heretics-vs-koi-champions-tour-2024-emea-stage-2-w4
Champions Tour 2024: EMEA Stage 2,FNATIC,Team Liquid,2024-07-10 15:20:00,Bo3,TL ban Lotus; FNC ban Sunset; TL pick Icebox; FNC pick Haven; TL ban Split; FNC ban Bind; Ascent remains,Icebox: 13-2; Haven: 13-9,40:09; 47:48,"Team 1: 3 / 10, Team 2: 0 / 2; Team 1: 6 / 7, Team 2: 4 / 5",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/353174/fnatic-vs-team-liquid-champions-tour-2024-emea-stage-2-w4
Champions Tour 2024: EMEA Stage 2,Natus Vincere,Gentle Mates,2024-07-11 12:00:00,Bo3,M8 ban Bind; NAVI ban Lotus; M8 pick Sunset; NAVI pick Ascent; M8 ban Haven; NAVI ban Icebox; Split remains,Sunset: 13-7; Ascent: 8-13; Split: 13-11,51:48; 47:15; 52:17,"Team 1: 8 / 5, Team 2: 0 / 7; Team 1: 6 / 2, Team 2: 6 / 7; Team 1: 6 / 7, Team 2: 6 / 5",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/353175/natus-vincere-vs-gentle-mates-champions-tour-2024-emea-stage-2-w4
Champions Tour 2024: EMEA Stage 2,Team Vitality,Karmine Corp,2024-07-11 15:10:00,Bo3,VIT ban Split; KC ban Ascent; VIT pick Icebox; KC pick Lotus; VIT ban Haven; KC ban Bind; Sunset remains,Icebox: 13-4; Lotus: 9-13; Sunset: 14-12,41:24; 46:47; 56:51,"Team 1: 4 / 9, Team 2: 1 / 3; Team 1: 6 / 3, Team 2: 6 / 7; Team 1: 5 / 7 / 2, Team 2: 7 / 5 / 0",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/353203/team-vitality-vs-karmine-corp-champions-tour-2024-emea-stage-2-w4
Champions Tour 2024: EMEA Stage 2,Team Vitality,Natus Vincere,2024-07-15 12:00:00,Bo3,NAVI ban Icebox; VIT ban Abyss; NAVI pick Haven; VIT pick Sunset; NAVI ban Lotus; VIT ban Bind; Ascent remains,Haven: 8-13; Sunset: 13-5; Ascent: 13-7,59:29; 37:35; 44:53,"Team 1: 6 / 2, Team 2: 6 / 7; Team 1: 10 / 3, Team 2: 2 / 3; Team 1: 5 / 8, Team 2: 7 / 0",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/371278/team-vitality-vs-natus-vincere-champions-tour-2024-emea-stage-2-ko
